date,home_team,away_team,home_score,away_score,tournament,location,home_elo_rating,away_elo_rating,home_elo_rank,away_elo_rank
2024-09-09,Comoros,Madagascar,1,1,African Nations Cup qual,Tunisia,1341,1324,127,131
2024-09-09,Angola,Sudan,2,1,African Nations Cup qual,Angola,1582,1385,64,110
2024-09-09,Cyprus,Kosovo,0,4,European Nations League C,Cyprus,1309,1512,138,81
2024-09-09,Romania,Lithuania,3,1,European Nations League C,Romania,1713,1323,41,132
2024-09-09,Turkey,Iceland,3,1,European Nations League B,Turkey,1811,1574,19,66
2024-09-09,Slovenia,Kazakhstan,3,0,European Nations League B,Slovenia,1777,1458,27,93
2024-09-09,Norway,Austria,2,1,European Nations League B,Norway,1747,1853,32,18
2024-09-09,Montenegro,Wales,1,2,European Nations League B,Montenegro,1516,1701,79,45
2024-09-09,Italy,Israel,2,1,European Nations League A,Hungary,1943,1556,11,70
2024-09-09,France,Belgium,2,0,European Nations League A,France,2014,1923,5,12
2024-09-09,Puerto Rico,Aruba,1,0,CONCACAF Nat League B,Puerto Rico,1141,944,165,192
2024-09-09,Haiti,Sint Maarten,6,0,CONCACAF Nat League B,Puerto Rico,1516,892,79,202
2024-09-09,Grenada,Saint Lucia,1,2,CONCACAF Nat League B,Grenada,1070,1139,179,166
2024-09-09,Curaçao,Saint Martin,4,0,CONCACAF Nat League B,Grenada,1327,915,130,196
2024-09-09,Martinique,Guyana,2,2,CONCACAF Nat League A,Martinique,1407,1251,103,151
2024-09-09,Guatemala,Costa Rica,0,0,CONCACAF Nat League A,Guatemala,1504,1662,82,51
2024-09-09,Guadeloupe,Suriname,1,0,CONCACAF Nat League A,Guadeloupe,1337,1337,128,128
2024-09-10,Vietnam,Thailand,1,2,Vietnam FF Cup,Vietnam,1255,1440,150,96
2024-09-10,United States,New Zealand,1,1,Friendly,the United States,1726,1569,37,69
2024-09-10,Moldova,San Marino,1,0,Friendly,Moldova,1364,798,114,209
2024-09-10,Zambia,Sierra Leone,3,2,African Nations Cup qual,Zambia,1357,1299,116,140
2024-09-10,South Sudan,South Africa,2,3,African Nations Cup qual,South Sudan,1113,1550,171,73
2024-09-10,Rwanda,Nigeria,0,0,African Nations Cup qual,Rwanda,1352,1589,120,61
2024-09-10,Mozambique,Guinea-Bissau,2,1,African Nations Cup qual,Mozambique,1440,1357,96,116
2024-09-10,Mali,Eswatini,1,0,African Nations Cup qual,South Africa,1591,1217,60,156
2024-09-10,Liberia,Algeria,0,3,African Nations Cup qual,Liberia,1263,1668,146,50
2024-09-10,Kenya,Namibia,2,1,African Nations Cup qual,South Africa,1433,1349,99,122
2024-09-10,Ivory Coast,Chad,2,0,African Nations Cup qual,Cameroon,1633,1158,56,164
2024-09-10,Guinea,Tanzania,1,2,African Nations Cup qual,Ivory Coast,1444,1394,95,106
2024-09-10,Gabon,Central African Republic,2,0,African Nations Cup qual,Gabon,1445,1330,94,130
2024-09-10,Cape Verde,Mauritania,2,0,African Nations Cup qual,Cape Verde,1551,1347,72,123
2024-09-10,Cameroon,Zimbabwe,0,0,African Nations Cup qual,Uganda,1577,1333,65,129
2024-09-10,Burkina Faso,Malawi,3,1,African Nations Cup qual,Mali,1512,1263,79,146
2024-09-10,Botswana,Egypt,0,4,African Nations Cup qual,Botswana,1283,1666,143,51
2024-09-10,Benin,Libya,2,1,African Nations Cup qual,Ivory Coast,1407,1377,103,111
2024-09-10,Mongolia,East Timor,2,0,Asian Cup qualifier,Mongolia,756,647,212,225
2024-09-10,Macao,Brunei,0,1,Asian Cup qualifier,Macao,615,694,232,219
2024-09-10,Cambodia,Sri Lanka,2,2,Asian Cup qualifier,Cambodia,828,708,206,217
2024-09-10,United Arab Emirates,Iran,0,1,World Cup qualifier,the United Arab Emirates,1538,1820,74,19
2024-09-10,Oman,South Korea,1,3,World Cup qualifier,Oman,1501,1745,84,35
2024-09-10,North Korea,Qatar,2,2,World Cup qualifier,Laos,1407,1574,103,67
2024-09-10,Kyrgyzstan,Uzbekistan,2,3,World Cup qualifier,Kyrgyzstan,1275,1691,145,47
2024-09-10,Kuwait,Iraq,0,0,World Cup qualifier,Kuwait,1355,1660,119,53
2024-09-10,Jordan,Palestine,3,1,World Cup qualifier,Malaysia,1630,1410,57,101
2024-09-10,Indonesia,Australia,0,0,World Cup qualifier,Indonesia,1362,1725,115,38
2024-09-10,China,Saudi Arabia,1,2,World Cup qualifier,China,1380,1589,110,61
2024-09-10,Bahrain,Japan,0,5,World Cup qualifier,Bahrain,1478,1874,87,14
2024-09-10,Andorra,Malta,0,1,European Nations League D,Andorra,1083,1259,177,149
2024-09-10,North Macedonia,Armenia,2,0,European Nations League C,North Macedonia,1553,1458,71,91
2024-09-10,Latvia,Faroe Islands,1,0,European Nations League C,Latvia,1319,1244,135,152
2024-09-10,Ireland,Greece,0,2,European Nations League B,Ireland,1582,1780,63,24
2024-09-10,England,Finland,2,0,European Nations League B,England,1995,1607,6,58
2024-09-10,Czechia,Ukraine,3,2,European Nations League B,Czechia,1722,1767,39,29
2024-09-10,Albania,Georgia,0,1,European Nations League B,Albania,1638,1754,54,31
2024-09-10,Netherlands,Germany,2,2,European Nations League A,the Netherlands,1959,1956,8,9
2024-09-10,Hungary,Bosnia and Herzegovina,0,0,European Nations League A,Hungary,1766,1491,30,86
2024-09-10,US Virgin Islands,Barbados,0,3,CONCACAF Nat League C,the US VirgIslands,608,958,233,189
2024-09-10,Saint Kitts and Nevis,British Virgin Islands,2,0,CONCACAF Nat League C,the Cayman Islands,1106,639,173,227
2024-09-10,Belize,Anguilla,1,0,CONCACAF Nat League C,Turks and Caicos Islands,1057,644,180,226
2024-09-10,Dominican Republic,Dominica,2,0,CONCACAF Nat League B,Antigua and Barbuda,1238,1015,154,185
2024-09-10,Antigua and Barbuda,Bermuda,0,1,CONCACAF Nat League B,Antigua and Barbuda,945,1126,192,169
2024-09-10,Trinidad and Tobago,French Guiana,0,0,CONCACAF Nat League A,Trinidad and Tobago,1383,1279,109,144
2024-09-10,Honduras,Jamaica,1,2,CONCACAF Nat League A,Honduras,1505,1595,81,59
2024-09-10,Cuba,Nicaragua,1,1,CONCACAF Nat League A,Cuba,1308,1373,138,112
2024-09-10,Venezuela,Uruguay,0,0,World Cup qualifier,Venezuela,1770,1955,27,10
2024-09-10,Paraguay,Brazil,1,0,World Cup qualifier,Paraguay,1711,1996,42,5
2024-09-10,Ecuador,Peru,1,0,World Cup qualifier,Ecuador,1871,1713,15,40
2024-09-10,Colombia,Argentina,2,1,World Cup qualifier,Colombia,2060,2150,3,2
2024-09-10,Chile,Bolivia,1,2,World Cup qualifier,Chile,1689,1636,48,55
2024-10-08,Brunei,East Timor,0,1,Southeast Asian Champ qual,Brunei,666,675,225,223
2024-10-09,Saint Kitts and Nevis,British Virgin Islands,3,1,CONCACAF Nat League C,Saint Kitts and Nevis,1108,637,173,227
2024-10-09,Belize,Anguilla,1,0,CONCACAF Nat League C,Belize,1059,642,180,226
2024-10-09,Barbados,US Virgin Islands,5,0,CONCACAF Nat League C,Barbados,964,602,189,233
2024-10-10,Myanmar,Sri Lanka,2,0,Friendly,Myanmar,922,704,195,217
2024-10-10,Liechtenstein,Hong Kong,1,0,Friendly,Liechtenstein,965,1104,189,173
2024-10-10,New Caledonia,Papua New Guinea,3,1,World Cup qualifier,Fiji,1248,1061,153,179
2024-10-10,Fiji,Solomon Islands,1,0,World Cup qualifier,Fiji,1215,1174,158,162
2024-10-10,Uzbekistan,Iran,0,0,World Cup qualifier,Uzbekistan,1693,1818,47,19
2024-10-10,United Arab Emirates,North Korea,1,1,World Cup qualifier,the United Arab Emirates,1526,1419,74,101
2024-10-10,Saudi Arabia,Japan,0,2,World Cup qualifier,Saudi Arabia,1574,1889,68,14
2024-10-10,Qatar,Kyrgyzstan,3,1,World Cup qualifier,Qatar,1579,1270,65,144
2024-10-10,Oman,Kuwait,4,0,World Cup qualifier,Oman,1516,1340,78,126
2024-10-10,Jordan,South Korea,0,2,World Cup qualifier,Jordan,1601,1774,59,28
2024-10-10,Iraq,Palestine,1,0,World Cup qualifier,Iraq,1665,1405,53,105
2024-10-10,Bahrain,Indonesia,2,2,World Cup qualifier,Bahrain,1467,1373,87,112
2024-10-10,Australia,China,3,1,World Cup qualifier,Australia,1729,1376,37,111
2024-10-10,Zimbabwe,Namibia,1,0,African Nations Cup qual,South Africa,1354,1328,118,130
2024-10-10,Ghana,Sudan,0,0,African Nations Cup qual,Ghana,1488,1396,86,106
2024-10-10,DR Congo,Tanzania,1,0,African Nations Cup qual,DR Congo,1582,1387,62,108
2024-10-10,Cape Verde,Botswana,0,1,African Nations Cup qual,Cape Verde,1515,1319,81,135
2024-10-10,Burkina Faso,Burundi,4,1,African Nations Cup qual,Ivory Coast,1529,1295,73,142
2024-10-10,Algeria,Togo,5,1,African Nations Cup qual,Algeria,1675,1365,50,114
2024-10-10,Moldova,Andorra,2,0,European Nations League D,Moldova,1370,1077,113,176
2024-10-10,Gibraltar,San Marino,1,0,European Nations League D,Gibraltar,1059,793,180,209
2024-10-10,Latvia,North Macedonia,0,3,European Nations League C,Latvia,1297,1575,141,67
2024-10-10,Faroe Islands,Armenia,2,2,European Nations League C,the Faroe Islands,1250,1452,152,93
2024-10-10,Norway,Slovenia,3,0,European Nations League B,Norway,1775,1749,27,34
2024-10-10,Finland,Ireland,1,2,European Nations League B,Finland,1580,1609,64,58
2024-10-10,England,Greece,1,2,European Nations League B,England,1961,1814,7,20
2024-10-10,Austria,Kazakhstan,4,0,European Nations League B,Austria,1857,1454,17,92
2024-10-10,Italy,Belgium,2,2,European Nations League A,Italy,1936,1930,11,12
2024-10-10,France,Israel,4,1,European Nations League A,Hungary,2019,1551,4,71
2024-10-10,St Vincent & Grenadines,El Salvador,2,3,CONCACAF Nat League B,St Vincent & Grenadines,1075,1419,177,101
2024-10-10,Montserrat,Bonaire,1,0,CONCACAF Nat League B,St Vincent & Grenadines,994,820,188,207
2024-10-10,Nicaragua,Jamaica,0,2,CONCACAF Nat League A,Nicaragua,1353,1615,119,57
2024-10-10,French Guiana,Honduras,2,3,CONCACAF Nat League A,French Guiana,1266,1518,145,77
2024-10-10,Cuba,Trinidad and Tobago,2,2,CONCACAF Nat League A,Cuba,1307,1384,137,109
2024-10-10,Venezuela,Argentina,1,1,World Cup qualifier,Venezuela,1783,2137,25,2
2024-10-10,Ecuador,Paraguay,0,0,World Cup qualifier,Ecuador,1858,1724,16,39
2024-10-10,Chile,Brazil,1,2,World Cup qualifier,Chile,1680,2005,48,5
2024-10-10,Bolivia,Colombia,1,0,World Cup qualifier,Bolivia,1671,2025,51,3
2024-10-11,Cambodia,Taiwan,3,2,Friendly,Cambodia,837,891,205,202
2024-10-11,Thailand,Philippines,3,1,King's Cup,Thailand,1442,1041,95,183
2024-10-11,Syria,Tajikistan,1,0,King's Cup,Thailand,1451,1340,93,125
2024-10-11,New Zealand,Tahiti,3,0,World Cup qualifier,Vanuatu,1576,1179,67,161
2024-10-11,Zambia,Chad,0,0,African Nations Cup qual,Zambia,1343,1172,122,163
2024-10-11,Uganda,South Sudan,1,0,African Nations Cup qual,Uganda,1393,1109,107,170
2024-10-11,Tunisia,Comoros,0,1,African Nations Cup qual,Tunisia,1642,1378,54,111
2024-10-11,South Africa,Congo,5,0,African Nations Cup qual,South Africa,1558,1254,71,150
2024-10-11,Senegal,Malawi,4,0,African Nations Cup qual,Senegal,1756,1261,32,146
2024-10-11,Nigeria,Libya,1,0,African Nations Cup qual,Nigeria,1595,1371,61,114
2024-10-11,Mozambique,Eswatini,1,1,African Nations Cup qual,Mozambique,1425,1232,100,156
2024-10-11,Mali,Guinea-Bissau,1,0,African Nations Cup qual,Mali,1596,1352,60,119
2024-10-11,Ivory Coast,Sierra Leone,4,1,African Nations Cup qual,Ivory Coast,1638,1294,55,142
2024-10-11,Gambia,Madagascar,1,1,African Nations Cup qual,Morocco,1341,1325,124,129
2024-10-11,Gabon,Lesotho,0,0,African Nations Cup qual,Gabon,1430,1219,97,157
2024-10-11,Equatorial Guinea,Liberia,1,0,African Nations Cup qual,Equatorial Guinea,1527,1259,74,147
2024-10-11,Egypt,Mauritania,2,0,African Nations Cup qual,Egypt,1671,1342,50,123
2024-10-11,Cameroon,Kenya,4,1,African Nations Cup qual,Cameroon,1591,1419,62,102
2024-10-11,Benin,Rwanda,3,0,African Nations Cup qual,Ivory Coast,1437,1322,96,131
2024-10-11,Angola,Niger,2,0,African Nations Cup qual,Angola,1586,1235,63,154
2024-10-11,Estonia,Azerbaijan,3,1,European Nations League C,Estonia,1386,1430,109,97
2024-10-11,Slovakia,Sweden,2,2,European Nations League C,Slovakia,1695,1708,46,43
2024-10-11,Ukraine,Georgia,1,0,European Nations League B,Poland,1786,1735,23,37
2024-10-11,Turkey,Montenegro,1,0,European Nations League B,Turkey,1815,1512,20,82
2024-10-11,Iceland,Wales,2,2,European Nations League B,Iceland,1576,1699,67,45
2024-10-11,Czechia,Albania,2,0,European Nations League B,Czechia,1737,1623,36,56
2024-10-11,Hungary,Netherlands,1,1,European Nations League A,Hungary,1771,1954,30,9
2024-10-11,Bosnia and Herzegovina,Germany,1,2,European Nations League A,Bosnia and Herzegovina,1487,1960,86,8
2024-10-11,Sint Maarten,Puerto Rico,3,2,CONCACAF Nat League B,Aruba,924,1109,195,170
2024-10-11,Saint Lucia,Saint Martin,2,1,CONCACAF Nat League B,Saint Lucia,1144,910,165,198
2024-10-11,Curaçao,Grenada,0,0,CONCACAF Nat League B,Saint Lucia,1314,1083,135,176
2024-10-11,Aruba,Haiti,1,3,CONCACAF Nat League B,Aruba,940,1520,194,78
2024-10-11,Suriname,Costa Rica,1,1,CONCACAF Nat League A,Suriname,1348,1651,120,53
2024-10-11,Guyana,Guatemala,1,3,CONCACAF Nat League A,Guyana,1233,1522,155,76
2024-10-11,Peru,Uruguay,1,0,World Cup qualifier,Peru,1741,1927,35,12
2024-10-12,Vietnam,India,1,1,Friendly,Vietnam,1250,1175,150,162
2024-10-12,United States,Panama,2,0,Friendly,the United States,1737,1719,35,42
2024-10-12,Vanuatu,Samoa,4,1,World Cup qualifier,Vanuatu,1096,733,175,215
2024-10-12,Morocco,Central African Republic,5,0,African Nations Cup qual,Morocco,1782,1327,27,128
2024-10-12,Guinea,Ethiopia,4,1,African Nations Cup qual,Ivory Coast,1465,1277,90,143
2024-10-12,Lithuania,Kosovo,1,2,European Nations League C,Lithuania,1308,1527,135,74
2024-10-12,Cyprus,Romania,0,3,European Nations League C,Cyprus,1299,1723,138,41
2024-10-12,Bulgaria,Luxembourg,0,0,European Nations League C,Bulgaria,1494,1470,84,87
2024-10-12,Belarus,Northern Ireland,0,0,European Nations League C,Hungary,1467,1519,88,79
2024-10-12,Spain,Denmark,1,0,European Nations League A,Spain,2160,1859,1,15
2024-10-12,Serbia,Switzerland,2,0,European Nations League A,Serbia,1811,1827,22,18
2024-10-12,Poland,Portugal,1,3,European Nations League A,Poland,1728,1994,39,6
2024-10-12,Croatia,Scotland,2,1,European Nations League A,Croatia,1917,1698,13,45
2024-10-12,Turks and Caicos Islands,Anguilla,2,1,CONCACAF Nat League C,Belize,652,621,226,230
2024-10-12,Cayman Islands,British Virgin Islands,1,0,CONCACAF Nat League C,Saint Kitts and Nevis,821,626,207,228
2024-10-12,Bahamas,US Virgin Islands,3,1,CONCACAF Nat League C,Barbados,806,587,209,233
2024-10-12,Dominican Republic,Antigua and Barbuda,5,0,CONCACAF Nat League B,Bermuda,1250,933,150,194
2024-10-12,Bermuda,Dominica,6,1,CONCACAF Nat League B,Bermuda,1144,997,165,186
2024-10-13,Myanmar,Sri Lanka,0,0,Friendly,Myanmar,915,711,196,217
2024-10-13,Andorra,San Marino,2,0,Friendly,Andorra,1080,790,178,210
2024-10-13,Burkina Faso,Burundi,2,0,African Nations Cup qual,Ivory Coast,1541,1283,73,142
2024-10-13,Malta,Moldova,1,0,European Nations League D,Malta,1280,1349,143,119
2024-10-13,Liechtenstein,Gibraltar,0,0,European Nations League D,Liechtenstein,965,1059,188,180
2024-10-13,Faroe Islands,Latvia,1,1,European Nations League C,the Faroe Islands,1247,1300,153,138
2024-10-13,Armenia,North Macedonia,0,2,European Nations League C,Armenia,1424,1603,100,58
2024-10-13,Kazakhstan,Slovenia,0,1,European Nations League B,Kazakhstan,1444,1759,93,31
2024-10-13,Greece,Ireland,2,0,European Nations League B,Greece,1823,1600,19,60
2024-10-13,Finland,England,1,3,European Nations League B,Finland,1570,1971,70,7
2024-10-13,Austria,Norway,5,1,European Nations League B,Austria,1876,1756,15,32
2024-10-13,St Vincent & Grenadines,El Salvador,2,1,CONCACAF Nat League B,St Vincent & Grenadines,1107,1387,173,107
2024-10-13,Bonaire,Montserrat,1,0,CONCACAF Nat League B,St Vincent & Grenadines,849,965,205,188
2024-10-14,New Zealand,Malaysia,4,0,Friendly,New Zealand,1580,1288,66,141
2024-10-14,Thailand,Syria,2,1,King's Cup,Thailand,1453,1440,92,95
2024-10-14,Philippines,Tajikistan,3,0,King's Cup,Thailand,1086,1295,176,138
2024-10-14,Zimbabwe,Namibia,3,1,African Nations Cup qual,South Africa,1382,1300,110,135
2024-10-14,Togo,Algeria,0,1,African Nations Cup qual,Togo,1356,1684,118,48
2024-10-14,Mozambique,Eswatini,3,0,African Nations Cup qual,South Africa,1442,1215,94,158
2024-10-14,Liberia,Equatorial Guinea,1,2,African Nations Cup qual,Liberia,1248,1538,151,74
2024-10-14,Gambia,Madagascar,1,0,African Nations Cup qual,Morocco,1360,1306,117,133
2024-10-14,Cameroon,Kenya,1,0,African Nations Cup qual,Uganda,1602,1408,59,103
2024-10-14,Estonia,Sweden,0,3,European Nations League C,Estonia,1371,1723,114,40
2024-10-14,Azerbaijan,Slovakia,1,3,European Nations League C,Azerbaijan,1413,1712,102,43
2024-10-14,Wales,Montenegro,1,0,European Nations League B,Wales,1705,1506,44,83
2024-10-14,Iceland,Turkey,2,4,European Nations League B,Iceland,1557,1834,71,18
2024-10-14,Georgia,Albania,0,1,European Nations League B,Georgia,1704,1654,45,53
2024-10-14,Czechia,Ukraine,1,1,European Nations League B,Poland,1740,1783,35,26
2024-10-14,Italy,Israel,4,1,European Nations League A,Italy,1940,1547,9,72
2024-10-14,Germany,Netherlands,1,0,European Nations League A,Germany,1974,1940,7,9
2024-10-14,Bosnia and Herzegovina,Hungary,0,2,European Nations League A,Bosnia and Herzegovina,1472,1786,86,24
2024-10-14,Belgium,France,1,2,European Nations League A,Belgium,1909,2040,13,3
2024-10-14,Saint Lucia,Saint Martin,0,4,CONCACAF Nat League B,Saint Lucia,1079,975,178,188
2024-10-14,Puerto Rico,Sint Maarten,2,1,CONCACAF Nat League B,Aruba,1119,914,168,197
2024-10-14,Curaçao,Grenada,1,0,CONCACAF Nat League B,Saint Lucia,1322,1075,127,179
2024-10-14,Aruba,Haiti,3,5,CONCACAF Nat League B,Aruba,936,1524,194,78
2024-10-14,Trinidad and Tobago,Cuba,3,1,CONCACAF Nat League A,Trinidad and Tobago,1400,1291,105,140
2024-10-14,Nicaragua,French Guiana,3,2,CONCACAF Nat League A,Nicaragua,1363,1256,116,147
2024-10-14,Jamaica,Honduras,0,0,CONCACAF Nat League A,Jamaica,1605,1528,57,75
2024-10-15,Hong Kong,Cambodia,3,0,Friendly,Hong Kong,1108,833,170,207
2024-10-15,Canada,Panama,2,1,Friendly,Canada,1775,1713,29,42
2024-10-15,Brunei,East Timor,0,0,Southeast Asian Champ qual,Thailand,667,674,225,223
2024-10-15,Uzbekistan,United Arab Emirates,1,0,World Cup qualifier,Uzbekistan,1700,1519,47,79
2024-10-15,South Korea,Iraq,3,2,World Cup qualifier,South Korea,1783,1656,27,53
2024-10-15,Saudi Arabia,Bahrain,0,0,World Cup qualifier,Saudi Arabia,1563,1478,69,85
2024-10-15,Kyrgyzstan,North Korea,1,0,World Cup qualifier,Kyrgyzstan,1293,1396,139,107
2024-10-15,Kuwait,Palestine,2,2,World Cup qualifier,Qatar,1344,1401,124,105
2024-10-15,Jordan,Oman,4,0,World Cup qualifier,Jordan,1620,1497,56,82
2024-10-15,Japan,Australia,1,1,World Cup qualifier,Japan,1876,1742,14,34
2024-10-15,Iran,Qatar,4,1,World Cup qualifier,the United Arab Emirates,1832,1565,19,68
2024-10-15,China,Indonesia,2,1,World Cup qualifier,China,1390,1359,109,119
2024-10-15,Zambia,Chad,1,0,African Nations Cup qual,Cameroon,1354,1161,121,164
2024-10-15,Tanzania,DR Congo,0,2,African Nations Cup qual,Tanzania,1365,1604,114,58
2024-10-15,Sudan,Ghana,2,0,African Nations Cup qual,Libya,1434,1450,97,92
2024-10-15,South Sudan,Uganda,1,2,African Nations Cup qual,South Sudan,1099,1403,173,104
2024-10-15,Sierra Leone,Ivory Coast,1,0,African Nations Cup qual,Liberia,1329,1603,128,59
2024-10-15,Rwanda,Benin,2,1,African Nations Cup qual,Rwanda,1343,1416,126,101
2024-10-15,Morocco,Central African Republic,4,0,African Nations Cup qual,Morocco,1785,1324,26,130
2024-10-15,Mauritania,Egypt,0,1,African Nations Cup qual,Mauritania,1334,1679,127,49
2024-10-15,Malawi,Senegal,0,1,African Nations Cup qual,Malawi,1257,1760,148,31
2024-10-15,Guinea-Bissau,Mali,0,0,African Nations Cup qual,Guinea-Bissau,1360,1588,117,65
2024-10-15,Guinea,Ethiopia,3,0,African Nations Cup qual,Ivory Coast,1483,1259,84,147
2024-10-15,Gabon,Lesotho,2,0,African Nations Cup qual,South Africa,1444,1205,93,159
2024-10-15,Congo,South Africa,1,1,African Nations Cup qual,Congo,1265,1547,145,71
2024-10-15,Comoros,Tunisia,1,1,African Nations Cup qual,Ivory Coast,1391,1629,108,55
2024-10-15,Botswana,Cape Verde,1,0,African Nations Cup qual,Botswana,1344,1490,124,83
2024-10-15,Angola,Niger,1,0,African Nations Cup qual,Morocco,1591,1230,64,154
2024-10-15,Northern Ireland,Bulgaria,5,0,European Nations League C,Northern Ireland,1545,1468,73,88
2024-10-15,Lithuania,Romania,1,2,European Nations League C,Lithuania,1302,1729,135,39
2024-10-15,Kosovo,Cyprus,3,0,European Nations League C,Kosovo,1536,1290,76,141
2024-10-15,Belarus,Luxembourg,1,1,European Nations League C,Hungary,1467,1470,89,87
2024-10-15,Switzerland,Denmark,2,2,European Nations League A,Switzerland,1823,1863,20,17
2024-10-15,Spain,Serbia,3,0,European Nations League A,Spain,2165,1806,1,22
2024-10-15,Scotland,Portugal,0,0,European Nations League A,Scotland,1708,1984,44,6
2024-10-15,Poland,Croatia,3,3,European Nations League A,Poland,1733,1912,37,12
2024-10-15,Saint Kitts and Nevis,Cayman Islands,1,1,CONCACAF Nat League C,Saint Kitts and Nevis,1092,837,175,206
2024-10-15,Belize,Turks and Caicos Islands,3,0,CONCACAF Nat League C,Belize,1063,648,180,226
2024-10-15,Barbados,Bahamas,6,2,CONCACAF Nat League C,Barbados,978,792,188,209
2024-10-15,Dominican Republic,Antigua and Barbuda,5,0,CONCACAF Nat League B,Bermuda,1261,922,146,195
2024-10-15,Bermuda,Dominica,3,2,CONCACAF Nat League B,Bermuda,1152,989,165,187
2024-10-15,Suriname,Guyana,5,1,CONCACAF Nat League A,Suriname,1365,1216,114,155
2024-10-15,Costa Rica,Guatemala,3,0,CONCACAF Nat League A,Costa Rica,1666,1507,52,80
2024-10-15,Uruguay,Ecuador,0,0,World Cup qualifier,Uruguay,1918,1867,11,16
2024-10-15,Paraguay,Venezuela,2,1,World Cup qualifier,Paraguay,1742,1765,34,30
2024-10-15,Colombia,Chile,4,0,World Cup qualifier,Colombia,2030,1675,4,50
2024-10-15,Brazil,Peru,4,0,World Cup qualifier,Brazil,2013,1733,5,37
2024-10-15,Argentina,Bolivia,6,0,World Cup qualifier,Argentina,2140,1668,2,51
2024-11-13,Tajikistan,Nepal,4,0,Friendly tournament,Tajikistan,1298,902,138,199
2024-11-13,Bangladesh,Maldives,0,1,Friendly,Bangladesh,899,896,200,201
2024-11-13,Liberia,Togo,1,0,African Nations Cup qual,Liberia,1268,1336,145,126
2024-11-13,Chad,Sierra Leone,1,1,African Nations Cup qual,Ivory Coast,1170,1320,164,132
2024-11-13,Cameroon,Namibia,0,0,African Nations Cup qual,South Africa,1588,1314,64,133
2024-11-14,Thailand,Lebanon,0,0,Friendly,Thailand,1447,1310,92,133
2024-11-14,Singapore,Myanmar,3,2,Friendly,Singapore,1114,912,173,197
2024-11-14,Malta,Liechtenstein,2,0,Friendly,Malta,1283,962,143,190
2024-11-14,Malaysia,Laos,3,1,Friendly,Thailand,1289,667,140,224
2024-11-14,Hong Kong,Philippines,3,1,Friendly,Hong Kong,1118,1076,171,179
2024-11-14,Tunisia,Madagascar,3,2,African Nations Cup qual,South Africa,1634,1301,55,135
2024-11-14,South Sudan,Congo,3,2,African Nations Cup qual,South Sudan,1123,1241,168,153
2024-11-14,Senegal,Burkina Faso,1,0,African Nations Cup qual,Mali,1769,1532,33,76
2024-11-14,Rwanda,Libya,0,1,African Nations Cup qual,Rwanda,1319,1395,131,105
2024-11-14,Niger,Sudan,4,0,African Nations Cup qual,Togo,1287,1377,141,112
2024-11-14,Lesotho,Central African Republic,1,0,African Nations Cup qual,South Africa,1232,1297,154,137
2024-11-14,Equatorial Guinea,Algeria,0,0,African Nations Cup qual,Equatorial Guinea,1541,1681,74,47
2024-11-14,Burundi,Malawi,0,0,African Nations Cup qual,Ivory Coast,1282,1258,144,151
2024-11-14,Benin,Nigeria,1,1,African Nations Cup qual,Ivory Coast,1425,1586,97,65
2024-11-14,North Macedonia,Latvia,1,0,European Nations League C,North Macedonia,1607,1296,58,138
2024-11-14,Armenia,Faroe Islands,0,1,European Nations League C,Armenia,1391,1280,107,145
2024-11-14,Slovenia,Norway,1,4,European Nations League B,Slovenia,1714,1801,42,22
2024-11-14,Kazakhstan,Austria,0,2,European Nations League B,Kazakhstan,1436,1884,96,14
2024-11-14,Ireland,Finland,1,0,European Nations League B,Ireland,1613,1557,57,70
2024-11-14,Greece,England,0,3,European Nations League B,Greece,1793,2001,24,6
2024-11-14,France,Israel,0,0,European Nations League A,France,2021,1566,4,69
2024-11-14,Belgium,Italy,0,1,European Nations League A,Belgium,1885,1964,13,9
2024-11-14,New Caledonia,Solomon Islands,3,2,World Cup qualifier,Papua New Guinea,1264,1158,148,164
2024-11-14,Papua New Guinea,Fiji,3,3,World Cup qualifier,Papua New Guinea,1064,1212,181,159
2024-11-14,United Arab Emirates,Kyrgyzstan,3,0,World Cup qualifier,the United Arab Emirates,1528,1284,77,142
2024-11-14,Qatar,Uzbekistan,3,2,World Cup qualifier,Qatar,1587,1678,64,49
2024-11-14,Oman,Palestine,1,0,World Cup qualifier,Oman,1507,1391,80,107
2024-11-14,Kuwait,South Korea,1,3,World Cup qualifier,Kuwait,1337,1790,124,25
2024-11-14,Iraq,Jordan,0,0,World Cup qualifier,Iraq,1649,1627,53,56
2024-11-14,Iran,North Korea,3,2,World Cup qualifier,Laos,1835,1393,18,106
2024-11-14,Bahrain,China,0,1,World Cup qualifier,Bahrain,1448,1420,91,99
2024-11-14,Australia,Saudi Arabia,0,0,World Cup qualifier,Australia,1729,1576,39,68
2024-11-14,Saint Kitts and Nevis,Cuba,2,1,CONCACAF Champ qual,Saint Kitts and Nevis,1118,1265,171,147
2024-11-14,Belize,French Guiana,2,1,CONCACAF Champ qual,Belize,1088,1231,176,155
2024-11-14,St Vincent & Grenadines,Montserrat,2,1,CONCACAF Nat League B,El Salvador,1119,953,169,191
2024-11-14,El Salvador,Bonaire,1,0,CONCACAF Nat League B,El Salvador,1388,848,110,205
2024-11-14,Jamaica,United States,0,1,CONCACAF Nat League,Jamaica,1586,1747,65,34
2024-11-14,Costa Rica,Panama,0,1,CONCACAF Nat League,Costa Rica,1643,1736,54,36
