date,home_team,away_team,home_score,away_score,tournament,location,home_elo_rating,away_elo_rating,home_elo_rank,away_elo_rank
2025-10-11,Iraq,Indonesia,1,0,World Cup qualifier,Saudi Arabia,1573,1341,69,124
2025-10-11,Spain,Georgia,2,0,World Cup qualifier,Spain,2181,1698,1,45
2025-10-11,Serbia,Albania,0,1,World Cup qualifier,Serbia,1772,1664,30,52
2025-10-11,Portugal,Ireland,1,0,World Cup qualifier,Portugal,2043,1601,4,61
2025-10-11,Norway,Israel,5,0,World Cup qualifier,Norway,1880,1628,15,57
2025-10-11,Latvia,Andorra,2,2,World Cup qualifier,Latvia,1280,1089,144,175
2025-10-11,Hungary,Armenia,2,0,World Cup qualifier,Hungary,1701,1406,44,103
2025-10-11,Estonia,Italy,1,3,World Cup qualifier,Estonia,1351,1897,119,13
2025-10-11,Bulgaria,Turkey,1,6,World Cup qualifier,Bulgaria,1429,1847,97,19
2025-10-12,Malta,Bosnia and Herzegovina,1,4,Friendly,Malta,1247,1521,149,77
2025-10-12,Zambia,Niger,0,1,World Cup qualifier,Zambia,1373,1409,110,103
2025-10-12,Sierra Leone,Djibouti,2,1,World Cup qualifier,Morocco,1344,917,125,196
2025-10-12,Mali,Madagascar,4,1,World Cup qualifier,Mali,1612,1348,60,120
2025-10-12,Ghana,Comoros,1,0,World Cup qualifier,Ghana,1513,1389,79,108
2025-10-12,Egypt,Guinea-Bissau,1,0,World Cup qualifier,Egypt,1668,1244,51,151
2025-10-12,Chad,Central African Republic,2,3,World Cup qualifier,Chad,1116,1237,173,152
2025-10-12,Burkina Faso,Ethiopia,3,1,World Cup qualifier,Burkina Faso,1528,1264,76,147
2025-10-12,Scotland,Belarus,2,1,World Cup qualifier,Scotland,1771,1464,30,87
2025-10-12,San Marino,Cyprus,0,4,World Cup qualifier,San Marino,833,1325,207,130
2025-10-12,Romania,Austria,1,0,World Cup qualifier,Romania,1677,1829,50,22
2025-10-12,Netherlands,Finland,4,0,World Cup qualifier,the Netherlands,1966,1543,8,72
2025-10-12,Lithuania,Poland,0,2,World Cup qualifier,Lithuania,1271,1722,146,37
2025-10-12,Faroe Islands,Czechia,2,1,World Cup qualifier,the Faroe Islands,1370,1730,113,36
2025-10-12,Denmark,Greece,3,1,World Cup qualifier,Denmark,1916,1760,11,32
2025-10-12,Croatia,Gibraltar,3,0,World Cup qualifier,Croatia,1927,1023,10,184
2025-10-13,Uruguay,Uzbekistan,2,1,Friendly,Malaysia,1913,1714,12,39
2025-10-13,Montenegro,Liechtenstein,2,1,Friendly,Montenegro,1442,901,92,200
2025-10-13,Tunisia,Namibia,3,0,World Cup qualifier,Tunisia,1643,1327,55,129
2025-10-13,South Sudan,Togo,0,0,World Cup qualifier,South Sudan,1142,1342,165,124
2025-10-13,Sao Tome and Principe,Malawi,1,0,World Cup qualifier,Tunisia,1056,1244,179,150
2025-10-13,Mauritius,Libya,0,0,World Cup qualifier,Mauritius,1091,1418,175,100
2025-10-13,Lesotho,Zimbabwe,1,0,World Cup qualifier,South Africa,1224,1339,153,126
2025-10-13,Equatorial Guinea,Liberia,1,1,World Cup qualifier,Equatorial Guinea,1452,1307,89,137
2025-10-13,Cape Verde,Eswatini,3,0,World Cup qualifier,Cape Verde,1549,1211,73,156
2025-10-13,Cameroon,Angola,0,0,World Cup qualifier,Cameroon,1578,1567,68,70
2025-10-13,Wales,Belgium,2,4,World Cup qualifier,Wales,1692,1864,47,17
2025-10-13,Ukraine,Azerbaijan,2,1,World Cup qualifier,Poland,1797,1363,27,114
2025-10-13,Sweden,Kosovo,0,1,World Cup qualifier,Sweden,1674,1665,50,53
2025-10-13,Slovenia,Switzerland,0,0,World Cup qualifier,Slovenia,1735,1892,35,14
2025-10-13,Slovakia,Luxembourg,2,0,World Cup qualifier,Slovakia,1690,1407,48,103
2025-10-13,Northern Ireland,Germany,0,1,World Cup qualifier,Northern Ireland,1607,1891,60,15
2025-10-13,North Macedonia,Kazakhstan,1,1,World Cup qualifier,North Macedonia,1623,1407,58,103
2025-10-13,Iceland,France,2,2,World Cup qualifier,Iceland,1558,2051,72,3
2025-10-13,Honduras,Haiti,3,0,World Cup qualifier,Honduras,1603,1498,61,82
2025-10-13,Costa Rica,Nicaragua,4,1,World Cup qualifier,Costa Rica,1672,1297,51,139
2025-10-14,United States,Australia,2,1,Friendly,the United States,1712,1794,41,27
2025-10-14,South Korea,Paraguay,2,0,Friendly,South Korea,1774,1833,29,21
2025-10-14,Russia,Bolivia,3,0,Friendly,Russia,1810,1689,24,47
2025-10-14,Norway,New Zealand,1,1,Friendly,Norway,1872,1591,16,66
2025-10-14,Mexico,Ecuador,1,1,Friendly,Mexico,1847,1930,20,9
2025-10-14,Japan,Brazil,3,2,Friendly,Japan,1871,1978,17,7
2025-10-14,Iran,Tanzania,2,0,Friendly,the United Arab Emirates,1764,1336,32,128
2025-10-14,Canada,Colombia,0,0,Friendly,the United States,1789,1988,28,6
2025-10-14,Argentina,Puerto Rico,6,0,Friendly,the United States,2111,1134,2,168
2025-10-14,Albania,Jordan,4,2,Friendly,Albania,1673,1616,51,58
2025-10-14,Yemen,Brunei,9,0,Asian Cup qualifier,Kuwait,1134,657,168,225
2025-10-14,Vietnam,Nepal,1,0,Asian Cup qualifier,Vietnam,1326,918,130,194
2025-10-14,Turkmenistan,Sri Lanka,2,1,Asian Cup qualifier,Turkmenistan,1213,787,156,210
2025-10-14,Taiwan,Thailand,1,6,Asian Cup qualifier,Taiwan,870,1361,202,115
2025-10-14,Philippines,East Timor,3,1,Asian Cup qualifier,the Philippines,1140,682,166,223
2025-10-14,Myanmar,Syria,0,3,Asian Cup qualifier,Myanmar,945,1444,191,92
2025-10-14,Maldives,Tajikistan,0,3,Asian Cup qualifier,the Maldives,856,1295,203,140
2025-10-14,Malaysia,Laos,5,1,Asian Cup qualifier,Malaysia,1311,711,135,219
2025-10-14,Lebanon,Bhutan,4,0,Asian Cup qualifier,Qatar,1349,619,117,230
2025-10-14,India,Singapore,1,2,Asian Cup qualifier,India,1150,1104,164,174
2025-10-14,Hong Kong,Bangladesh,1,1,Asian Cup qualifier,Hong Kong,1173,915,161,197
2025-10-14,Afghanistan,Pakistan,1,1,Asian Cup qualifier,Kuwait,1035,834,183,207
2025-10-14,Saudi Arabia,Iraq,0,0,World Cup qualifier,Saudi Arabia,1585,1580,67,68
2025-10-14,Qatar,United Arab Emirates,2,1,World Cup qualifier,Qatar,1502,1548,81,73
2025-10-14,South Africa,Rwanda,3,0,World Cup qualifier,South Africa,1524,1308,78,136
2025-10-14,Senegal,Mauritania,4,0,World Cup qualifier,Senegal,1809,1342,25,123
2025-10-14,Nigeria,Benin,4,0,World Cup qualifier,Nigeria,1604,1447,62,90
2025-10-14,Mozambique,Somalia,1,0,World Cup qualifier,Algeria,1397,904,107,199
2025-10-14,Morocco,Congo,1,0,World Cup qualifier,Morocco,1825,1207,23,158
2025-10-14,Ivory Coast,Kenya,3,0,World Cup qualifier,Ivory Coast,1599,1354,64,116
2025-10-14,Gambia,Seychelles,7,0,World Cup qualifier,Mauritius,1427,842,98,204
2025-10-14,Gabon,Burundi,2,0,World Cup qualifier,Gabon,1491,1239,84,151
2025-10-14,DR Congo,Sudan,1,0,World Cup qualifier,DR Congo,1596,1367,65,113
2025-10-14,Botswana,Guinea,2,2,World Cup qualifier,Morocco,1319,1479,133,85
2025-10-14,Algeria,Uganda,2,1,World Cup qualifier,Algeria,1699,1432,43,96
2025-10-14,Turkey,Georgia,4,1,World Cup qualifier,Turkey,1860,1685,19,48
2025-10-14,Spain,Bulgaria,4,0,World Cup qualifier,Spain,2182,1428,1,97
2025-10-14,Portugal,Hungary,2,2,World Cup qualifier,Portugal,2026,1718,4,38
2025-10-14,Latvia,England,0,5,World Cup qualifier,Latvia,1278,2024,144,5
2025-10-14,Italy,Israel,3,0,World Cup qualifier,Italy,1904,1621,13,57
2025-10-14,Ireland,Armenia,1,0,World Cup qualifier,Ireland,1607,1400,60,106
2025-10-14,Estonia,Moldova,1,1,World Cup qualifier,Estonia,1343,1307,122,137
2025-10-14,Andorra,Serbia,1,3,World Cup qualifier,Andorra,1087,1774,177,29
2025-10-14,Panama,Suriname,1,1,World Cup qualifier,Panama,1723,1440,36,94
2025-10-14,Jamaica,Bermuda,4,0,World Cup qualifier,Jamaica,1539,1124,75,171
2025-10-14,El Salvador,Guatemala,0,1,World Cup qualifier,El Salvador,1346,1526,119,77
2025-10-14,Curaçao,Trinidad and Tobago,1,1,World Cup qualifier,Curaçao,1435,1419,95,100
2025-11-09,Saint Martin,Anguilla,1,2,Friendly,Saint Martin,1002,635,186,227
2025-11-12,Tunisia,Mauritania,1,1,Friendly,Tunisia,1635,1350,55,117
2025-11-12,Saint Martin,Dominica,2,1,CONCACAF Series,Saint Kitts and Nevis,1016,954,185,189
2025-11-12,Saint Kitts and Nevis,Sint Maarten,0,0,CONCACAF Series,Saint Kitts and Nevis,1039,940,181,193
2025-11-12,Russia,Peru,1,1,Friendly,Russia,1805,1707,25,42
2025-11-12,Dominican Republic,St Vincent & Grenadines,2,0,CONCACAF Series,the Dominican Republic,1295,1157,140,163
2025-11-12,Cuba,Saint Lucia,3,0,CONCACAF Series,the Dominican Republic,1196,1022,159,184
2025-11-12,Cayman Islands,British Virgin Islands,1,2,CONCACAF Series,the Cayman Islands,795,651,209,228
2025-11-12,Barbados,Bonaire,3,2,CONCACAF Series,Antigua and Barbuda,949,824,190,208
2025-11-12,Antigua and Barbuda,Aruba,0,0,CONCACAF Series,Antigua and Barbuda,905,922,198,194
2025-11-12,Anguilla,Bahamas,2,1,CONCACAF Series,the Cayman Islands,656,761,227,212
2025-11-13,Thailand,Singapore,3,2,Friendly,Thailand,1363,1102,114,175
2025-11-13,North Macedonia,Latvia,0,0,Friendly,North Macedonia,1614,1287,61,144
2025-11-13,Lithuania,Israel,0,0,Friendly,Lithuania,1277,1615,145,59
2025-11-13,India,Bhutan,6,1,Friendly,India,1151,618,164,232
2025-11-13,Hong Kong,Cambodia,1,1,Friendly,Hong Kong,1164,844,162,204
2025-11-13,Czechia,San Marino,1,0,Friendly,Czechia,1730,833,36,207
2025-11-13,Cape Verde,Iran,0,0,Friendly tournament,the United Arab Emirates,1557,1756,71,33
2025-11-13,Canada,Ecuador,0,0,Friendly,Canada,1790,1929,27,9
2025-11-13,Bangladesh,Nepal,2,2,Friendly,Bangladesh,912,921,197,195
2025-11-13,Algeria,Zimbabwe,3,1,Friendly,Saudi Arabia,1702,1336,43,127
2025-11-13,Papua New Guinea,Solomon Islands,1,0,Melanesian Cup,Papua New Guinea,1120,1110,171,173
2025-11-13,United Arab Emirates,Iraq,1,1,World Cup qualifier,the United Arab Emirates,1544,1584,73,67
2025-11-13,Nigeria,Gabon,4,1,World Cup qualifier,Morocco,1628,1467,57,85
2025-11-13,DR Congo,Cameroon,1,0,World Cup qualifier,Morocco,1615,1559,59,70
2025-11-13,Norway,Estonia,4,1,World Cup qualifier,Norway,1874,1341,16,123
2025-11-13,Moldova,Italy,0,2,World Cup qualifier,Moldova,1304,1907,139,13
2025-11-13,Ireland,Portugal,2,0,World Cup qualifier,Ireland,1659,1974,54,7
2025-11-13,France,Ukraine,4,0,World Cup qualifier,France,2060,1788,3,28
2025-11-13,England,Serbia,2,0,World Cup qualifier,England,2031,1767,4,31
2025-11-13,Azerbaijan,Iceland,0,2,World Cup qualifier,Azerbaijan,1341,1580,123,68
2025-11-13,Armenia,Hungary,0,1,World Cup qualifier,Armenia,1391,1727,107,37
2025-11-13,Andorra,Albania,0,1,World Cup qualifier,Andorra,1085,1675,177,50
2025-11-13,Trinidad and Tobago,Jamaica,1,1,World Cup qualifier,Trinidad and Tobago,1420,1538,100,75
2025-11-13,Suriname,El Salvador,4,0,World Cup qualifier,Suriname,1458,1328,87,129
2025-11-13,Nicaragua,Honduras,2,0,World Cup qualifier,Nicaragua,1343,1557,121,71
2025-11-13,Haiti,Costa Rica,1,0,World Cup qualifier,Curaçao,1527,1643,77,55
2025-11-13,Guatemala,Panama,2,3,World Cup qualifier,Guatemala,1511,1738,81,34
2025-11-13,Bermuda,Curaçao,0,7,World Cup qualifier,Bermuda,1103,1456,174,89
2025-11-14,Venezuela,Australia,1,0,Friendly,the United States,1727,1782,39,28
2025-11-14,Uzbekistan,Egypt,2,0,Friendly tournament,the United Arab Emirates,1734,1648,36,54
2025-11-14,Uganda,Chad,2,1,Friendly,Morocco,1435,1113,96,172
2025-11-14,Tunisia,Jordan,3,2,Friendly,Tunisia,1642,1609,56,62
2025-11-14,South Korea,Bolivia,2,0,Friendly,South Korea,1782,1681,28,48
2025-11-14,Saudi Arabia,Ivory Coast,1,0,Friendly,Saudi Arabia,1593,1591,64,65
2025-11-14,Oman,Sudan,2,0,Friendly,Oman,1508,1361,81,114
2025-11-14,Morocco,Mozambique,1,0,Friendly,Morocco,1826,1396,23,106
2025-11-14,Japan,Ghana,2,0,Friendly,Japan,1873,1511,17,79
2025-11-14,Grenada,US Virgin Islands,4,1,Friendly,Grenada,1122,618,170,231
2025-11-14,Equatorial Guinea,Kenya,1,0,Friendly,Turkey,1459,1347,87,118
2025-11-14,Comoros,Namibia,1,0,Friendly,the Comoros,1395,1321,107,132
2025-11-14,Burkina Faso,Niger,3,2,Friendly,Morocco,1535,1402,75,104
2025-11-14,Angola,Argentina,0,2,Friendly,Angola,1565,2113,69,2
2025-11-14,Slovakia,Northern Ireland,1,0,World Cup qualifier,Slovakia,1700,1597,44,63
2025-11-14,Poland,Netherlands,1,1,World Cup qualifier,Poland,1730,1958,37,8
2025-11-14,Luxembourg,Germany,0,2,World Cup qualifier,Luxembourg,1401,1897,105,14
2025-11-14,Gibraltar,Montenegro,1,2,World Cup qualifier,Gibraltar,1018,1447,184,92
2025-11-14,Finland,Malta,0,1,World Cup qualifier,Finland,1507,1283,82,145
2025-11-14,Croatia,Faroe Islands,3,1,World Cup qualifier,Croatia,1928,1369,10,112
2025-11-15,United States,Paraguay,2,1,Friendly,the United States,1723,1822,40,23
2025-11-15,South Africa,Zambia,3,1,Friendly,South Africa,1530,1367,77,111
2025-11-15,Sint Maarten,Dominica,3,2,CONCACAF Series,Saint Kitts and Nevis,956,938,189,193
2025-11-15,St Vincent & Grenadines,Saint Lucia,3,1,CONCACAF Series,the Dominican Republic,1171,1008,162,184
2025-11-15,Russia,Chile,0,2,Friendly,Russia,1782,1721,27,41
2025-11-15,Mexico,Uruguay,0,0,Friendly,Mexico,1846,1914,20,11
2025-11-15,Libya,Mauritania,1,0,Friendly,Libya,1424,1344,99,118
2025-11-15,Lesotho,Malawi,0,0,Friendly,South Africa,1225,1243,154,150
2025-11-15,Kuwait,Tanzania,4,3,Friendly,Egypt,1304,1325,138,130
2025-11-15,Guyana,Bonaire,2,1,CONCACAF Series,Antigua and Barbuda,1265,822,147,208
2025-11-15,Guinea,Liberia,2,0,Friendly,Morocco,1487,1299,84,140
2025-11-15,Cuba,Martinique,2,0,CONCACAF Series,the Dominican Republic,1229,1340,153,125
2025-11-15,Colombia,New Zealand,2,1,Friendly,the United States,1990,1589,5,66
2025-11-15,Cayman Islands,Anguilla,4,0,CONCACAF Series,the Cayman Islands,806,645,209,228
2025-11-15,British Virgin Islands,Bahamas,6,0,CONCACAF Series,the Cayman Islands,693,719,221,217
2025-11-15,Brazil,Senegal,2,0,Friendly,England,1986,1801,6,24
2025-11-15,Belize,Saint Martin,1,0,CONCACAF Series,Saint Kitts and Nevis,1071,1003,178,186
2025-11-15,Aruba,Barbados,3,0,CONCACAF Series,Antigua and Barbuda,950,921,190,194
2025-11-15,Turkey,Bulgaria,2,0,World Cup qualifier,Turkey,1863,1425,18,98
2025-11-15,Switzerland,Sweden,4,1,World Cup qualifier,Switzerland,1902,1664,13,51
2025-11-15,Slovenia,Kosovo,0,2,World Cup qualifier,Slovenia,1691,1709,47,42
2025-11-15,Liechtenstein,Wales,0,1,World Cup qualifier,Liechtenstein,900,1693,201,46
2025-11-15,Kazakhstan,Belgium,1,1,World Cup qualifier,Kazakhstan,1422,1849,101,19
2025-11-15,Greece,Scotland,3,2,World Cup qualifier,Greece,1775,1756,30,32
2025-11-15,Georgia,Spain,0,4,World Cup qualifier,Georgia,1678,2189,49,1
2025-11-15,Denmark,Belarus,2,2,World Cup qualifier,Denmark,1898,1482,14,85
2025-11-15,Cyprus,Austria,0,2,World Cup qualifier,Cyprus,1320,1834,133,21
2025-11-15,Bosnia and Herzegovina,Romania,3,1,World Cup qualifier,Bosnia and Herzegovina,1556,1642,73,55
2025-11-16,DR Congo,Nigeria,1,1,World Cup qualifier,Morocco,1616,1627,59,58
2025-11-16,Ukraine,Iceland,2,0,World Cup qualifier,Poland,1802,1566,24,68
2025-11-16,Serbia,Latvia,2,1,World Cup qualifier,Serbia,1768,1286,31,144
2025-11-16,Portugal,Armenia,9,1,World Cup qualifier,Portugal,1976,1389,7,108
2025-11-16,Moldova,Israel,1,4,World Cup qualifier,Moldova,1288,1631,143,57
2025-11-16,Italy,Norway,1,4,World Cup qualifier,Italy,1859,1922,18,11
2025-11-16,Hungary,Ireland,2,3,World Cup qualifier,Hungary,1698,1688,45,48
2025-11-16,Azerbaijan,France,1,3,World Cup qualifier,Azerbaijan,1339,2062,125,3
2025-11-16,Albania,England,0,2,World Cup qualifier,Albania,1664,2042,51,4
2025-11-17,Qatar,Zimbabwe,1,2,Friendly,Qatar,1486,1352,84,115
2025-11-17,Madagascar,Equatorial Guinea,2,0,Friendly,Turkey,1368,1439,111,94
2025-11-17,Finland,Andorra,4,0,Friendly,Finland,1509,1083,81,178
2025-11-17,Comoros,Namibia,4,0,Friendly,the Comoros,1405,1311,103,135
2025-11-17,Chad,Mozambique,2,2,Friendly,Morocco,1120,1389,171,107
2025-11-17,Cape Verde,Egypt,1,1,Friendly tournament,the United Arab Emirates,1561,1644,70,53
2025-11-17,Bahrain,Somalia,1,2,Friendly,Bahrain,1427,924,96,194
2025-11-17,Vanuatu,Fiji,2,0,Melanesian Cup,Papua New Guinea,1086,1131,177,169
2025-11-17,Northern Ireland,Luxembourg,1,0,World Cup qualifier,Northern Ireland,1603,1395,63,106
2025-11-17,Netherlands,Lithuania,4,0,World Cup qualifier,the Netherlands,1959,1276,8,146
2025-11-17,Montenegro,Croatia,2,3,World Cup qualifier,Montenegro,1443,1932,93,9
2025-11-17,Malta,Poland,2,3,World Cup qualifier,Malta,1278,1735,145,35
2025-11-17,Germany,Slovakia,6,0,World Cup qualifier,Germany,1910,1687,13,48
2025-11-17,Czechia,Gibraltar,6,0,World Cup qualifier,Czechia,1731,1017,37,183
2025-11-18,United States,Uruguay,5,1,Friendly,the United States,1747,1890,34,14
2025-11-18,South Korea,Ghana,1,0,Friendly,South Korea,1784,1509,28,80
2025-11-18,Senegal,Kenya,8,0,Friendly,Turkey,1804,1344,24,119
2025-11-18,Saudi Arabia,Algeria,0,2,Friendly,Saudi Arabia,1578,1717,67,40
2025-11-18,Saint Kitts and Nevis,Belize,2,6,CONCACAF Series,Saint Kitts and Nevis,1005,1105,184,176
2025-11-18,Paraguay,Mexico,2,1,Friendly,the United States,1833,1835,21,20
2025-11-18,Oman,Ivory Coast,0,2,Friendly,Oman,1492,1607,83,62
2025-11-18,Morocco,Uganda,4,0,Friendly,Morocco,1828,1433,22,96
2025-11-18,Malawi,Lesotho,1,0,Friendly,South Africa,1252,1216,149,156
2025-11-18,Jordan,Mali,0,0,Friendly,Tunisia,1609,1612,61,60
2025-11-18,Japan,Bolivia,3,0,Friendly,Japan,1878,1676,16,49
2025-11-18,Iran,Uzbekistan,0,0,Friendly tournament,the United Arab Emirates,1755,1735,33,36
2025-11-18,Guinea,Niger,1,1,Friendly,Morocco,1485,1404,85,103
2025-11-18,Gambia,Kuwait,2,2,Friendly,Egypt,1424,1307,98,137
2025-11-18,Faroe Islands,Kazakhstan,1,0,Friendly,Croatia,1381,1410,109,101
2025-11-18,Ecuador,New Zealand,2,0,Friendly,the United States,1933,1585,9,66
2025-11-18,Dominican Republic,Martinique,0,0,CONCACAF Series,the Dominican Republic,1293,1342,142,122
2025-11-18,Cyprus,Estonia,2,4,Friendly,Cyprus,1302,1359,138,115
2025-11-18,Colombia,Australia,3,0,Friendly,the United States,1998,1774,5,30
2025-11-18,Chile,Peru,2,1,Friendly,Russia,1731,1697,38,45
2025-11-18,Canada,Venezuela,2,0,Friendly,the United States,1802,1715,25,41
2025-11-18,Burkina Faso,Benin,3,0,Friendly,Morocco,1548,1434,74,95
2025-11-18,Brazil,Tunisia,1,1,Friendly,France,1978,1650,6,52
2025-11-18,Antigua and Barbuda,Guyana,1,4,CONCACAF Series,Antigua and Barbuda,895,1275,201,147
2025-11-18,Angola,Zambia,3,2,Friendly,Angola,1568,1364,69,113
2025-11-18,Yemen,Bhutan,7,1,Asian Cup qualifier,Kuwait,1138,614,165,232
2025-11-18,Turkmenistan,Taiwan,3,1,Asian Cup qualifier,Turkmenistan,1217,866,155,202
2025-11-18,Tajikistan,East Timor,5,0,Asian Cup qualifier,Australia,1297,680,140,224
2025-11-18,Sri Lanka,Thailand,0,4,Asian Cup qualifier,Sri Lanka,782,1368,210,111
2025-11-18,Pakistan,Syria,0,5,Asian Cup qualifier,Pakistan,830,1448,207,90
2025-11-18,Maldives,Philippines,0,2,Asian Cup qualifier,the Maldives,841,1155,205,162
2025-11-18,Malaysia,Nepal,1,0,Asian Cup qualifier,Malaysia,1313,919,133,197
2025-11-18,Hong Kong,Singapore,1,2,Asian Cup qualifier,Hong Kong,1135,1131,166,168
2025-11-18,Brunei,Lebanon,0,3,Asian Cup qualifier,Brunei,655,1351,227,117
2025-11-18,Bangladesh,India,1,0,Asian Cup qualifier,Bangladesh,940,1123,193,170
2025-11-18,Iraq,United Arab Emirates,2,1,World Cup qualifier,Iraq,1596,1532,64,76
2025-11-18,Wales,North Macedonia,7,1,World Cup qualifier,Wales,1715,1592,41,65
2025-11-18,Sweden,Slovenia,1,1,World Cup qualifier,Sweden,1660,1695,51,46
2025-11-18,Spain,Turkey,2,2,World Cup qualifier,Spain,2172,1880,1,15
2025-11-18,Scotland,Denmark,4,2,World Cup qualifier,Scotland,1790,1864,27,17
2025-11-18,Romania,San Marino,7,1,World Cup qualifier,Romania,1642,833,55,206
2025-11-18,Kosovo,Switzerland,1,1,World Cup qualifier,Kosovo,1714,1897,43,13
2025-11-18,Bulgaria,Georgia,2,1,World Cup qualifier,Bulgaria,1453,1650,89,52
2025-11-18,Belgium,Liechtenstein,7,0,World Cup qualifier,Belgium,1849,900,19,200
2025-11-18,Belarus,Greece,0,0,World Cup qualifier,Hungary,1496,1761,82,32
2025-11-18,Austria,Bosnia and Herzegovina,1,1,World Cup qualifier,Austria,1818,1572,23,68
2025-11-18,Trinidad and Tobago,Bermuda,2,2,World Cup qualifier,Trinidad and Tobago,1403,1120,104,172
2025-11-18,Panama,El Salvador,3,0,World Cup qualifier,Panama,1742,1324,35,130
2025-11-18,Jamaica,Curaçao,0,0,World Cup qualifier,Jamaica,1528,1466,79,87
2025-11-18,Haiti,Nicaragua,2,0,World Cup qualifier,Curaçao,1542,1328,75,127
2025-11-18,Guatemala,Suriname,3,1,World Cup qualifier,Guatemala,1529,1440,78,93
2025-11-18,Costa Rica,Honduras,0,0,World Cup qualifier,Costa Rica,1633,1567,56,70
2025-11-19,Laos,Vietnam,0,2,Asian Cup qualifier,Laos,708,1329,219,127
2025-11-20,Vanuatu,Solomon Islands,2,1,Melanesian Cup,Papua New Guinea,1107,1089,175,178
2025-11-20,Papua New Guinea,Fiji,2,0,Melanesian Cup,Papua New Guinea,1142,1109,163,174
2025-11-21,Bahrain,Somalia,0,1,Friendly,Bahrain,1408,943,101,193
2025-11-22,Fiji,Solomon Islands,1,1,Melanesian Cup,Papua New Guinea,1108,1090,174,178
2025-11-23,Papua New Guinea,Vanuatu,2,2,Melanesian Cup,Papua New Guinea,1135,1114,166,174
2025-11-25,Syria,South Sudan,2,0,Arab Cup qualifier,Qatar,1457,1133,88,168
2025-11-25,Libya,Palestine,0,0,Arab Cup qualifier,Qatar,1425,1447,97,91
2025-11-25,Kuwait,Mauritania,2,0,Arab Cup qualifier,Qatar,1340,1311,124,135
2025-11-26,Sudan,Lebanon,2,1,Arab Cup qualifier,Qatar,1380,1332,110,126
2025-11-26,Oman,Somalia,0,0,Arab Cup qualifier,Qatar,1474,961,85,189
2025-11-26,Comoros,Yemen,4,4,Arab Cup qualifier,Qatar,1392,1151,106,163
2025-11-26,Bahrain,Djibouti,1,0,Arab Cup qualifier,Qatar,1410,915,100,198
2025-12-01,Syria,Tunisia,1,0,Arab Cup,Qatar,1487,1620,83,58
2025-12-01,Qatar,Palestine,0,1,Arab Cup,Qatar,1458,1475,89,85
2025-12-02,Saudi Arabia,Oman,2,1,Arab Cup,Qatar,1592,1460,65,88
2025-12-02,Morocco,Comoros,3,1,Arab Cup,Qatar,1833,1387,21,108
2025-12-02,Egypt,Kuwait,1,1,Arab Cup,Qatar,1630,1354,56,116
2025-12-03,Jordan,United Arab Emirates,2,1,Arab Cup,Qatar,1625,1516,58,79
2025-12-03,Iraq,Bahrain,2,1,Arab Cup,Qatar,1606,1400,63,104
2025-12-03,Algeria,Sudan,0,0,Arab Cup,Qatar,1702,1395,43,105
2025-12-04,Qatar,Syria,1,1,Arab Cup,Qatar,1454,1491,90,83
