home_elo_rating,away_elo_rating,home_elo_rank,away_elo_rank,home_market_value,away_market_value,prev_N_pts_H,prev_N_pts_A,result
1538,1820,74,19,31130000.0,34680000.0,13.0,10.0,2
945,1126,192,169,650000.0,375000.0,2.0,4.0,2
615,694,232,219,0.0,680000.0,1.0,0.0,2
1407,1574,103,67,6850000.0,17930000.0,6.0,8.0,0
1407,1377,103,111,17080000.0,11430000.0,8.0,0.0,1
1283,1666,143,51,3080000.0,108830000.0,8.0,3.0,2
1512,1263,79,146,121230000.0,2049999.0,9.0,6.0,1
1577,1333,65,129,197400000.0,7100000.0,13.0,2.0,0
756,647,212,225,500000.0,925000.0,0.0,0.0,1
1444,1394,95,106,74250000.0,7530000.0,15.0,5.0,2
828,708,206,217,2480000.0,885000.0,1.0,0.0,0
1630,1410,57,101,16079999.0,7630000.0,13.0,5.0,1
1362,1725,115,38,30580000.0,51330000.0,12.0,3.0,0
1638,1754,54,31,81750000.0,199050000.0,11.0,1.0,2
1722,1767,39,29,179080000.0,288200000.0,8.0,5.0,1
1995,1607,6,58,1620000000.0,41700000.0,11.0,6.0,1
1582,1780,63,24,144080000.0,315600000.0,3.0,4.0,2
1380,1589,110,61,12480000.0,27630000.0,6.0,7.0,2
608,958,233,189,0.0,200000.0,3.0,0.0,2
1083,1259,177,149,3340000.0,14750000.0,2.0,0.0,2
1478,1874,87,14,6230000.0,263899999.0,13.0,3.0,2
1319,1244,135,152,17530000.0,4950000.0,6.0,1.0,1
1766,1491,30,86,210800000.0,133400000.0,12.0,3.0,0
1553,1458,71,91,38680000.0,40380000.0,2.0,4.0,1
1106,639,173,227,575000.0,0.0,7.0,2.0,1
1505,1595,81,59,16300000.0,53850000.0,15.0,3.0,2
1689,1636,48,55,72700000.0,19280000.0,6.0,0.0,2
1871,1713,15,40,366730000.0,28900000.0,11.0,1.0,1
1711,1996,42,5,134450000.0,908700000.0,4.0,3.0,1
2060,2150,3,2,300500000.0,761200000.0,15.0,9.0,1
1308,1373,138,112,2100000.0,2580000.0,5.0,15.0,0
1383,1279,109,144,10100000.0,125000.0,13.0,4.0,0
1238,1015,154,185,18030000.0,0.0,12.0,10.0,1
1057,644,180,226,375000.0,0.0,3.0,4.0,1
1770,1955,27,10,62780000.0,362450000.0,13.0,8.0,0
666,675,225,223,680000.0,925000.0,6.0,0.0,2
1059,642,180,226,375000.0,0.0,6.0,4.0,1
964,602,189,233,200000.0,0.0,3.0,1.0,1
1108,637,173,227,575000.0,0.0,10.0,2.0,1
1693,1818,47,19,79280000.0,34680000.0,15.0,10.0,0
1215,1174,158,162,2450000.0,450000.0,13.0,3.0,1
1526,1419,74,101,31130000.0,6850000.0,10.0,3.0,0
1675,1365,50,114,227850000.0,29680000.0,8.0,2.0,1
1529,1295,73,142,121230000.0,12450000.0,11.0,3.0,1
1248,1061,153,179,5200000.0,0.0,12.0,1.0,1
1574,1889,68,14,27630000.0,263899999.0,6.0,6.0,2
1729,1376,37,111,51330000.0,12480000.0,12.0,4.0,1
1601,1774,59,28,16079999.0,142200000.0,13.0,10.0,2
1665,1405,53,105,19780000.0,7630000.0,15.0,5.0,1
1467,1373,87,112,6230000.0,30580000.0,10.0,4.0,0
1354,1328,118,130,7100000.0,2080000.0,6.0,2.0,1
1488,1396,86,106,220780000.0,3250000.0,8.0,6.0,0
1582,1387,62,108,153500000.0,7530000.0,13.0,7.0,1
1516,1340,78,126,6100000.0,4350000.0,8.0,4.0,1
1579,1270,65,144,17930000.0,7580000.0,12.0,4.0,1
1370,1077,113,176,10530000.0,3340000.0,7.0,0.0,1
1515,1319,81,135,53430000.0,3080000.0,13.0,1.0,2
1059,793,180,209,1380000.0,1120000.0,1.0,0.0,1
1075,1419,177,101,0.0,6960000.0,12.0,4.0,2
1250,1452,152,93,4950000.0,40380000.0,1.0,4.0,0
1297,1575,141,67,17530000.0,38680000.0,9.0,4.0,2
1775,1749,27,34,504000000.0,143850000.0,9.0,4.0,1
1580,1609,64,58,41700000.0,144080000.0,9.0,3.0,2
1961,1814,7,20,1620000000.0,315600000.0,11.0,7.0,2
1857,1454,17,92,258300000.0,17700000.0,9.0,3.0,1
2019,1551,4,71,1470000000.0,86900000.0,8.0,3.0,1
1936,1930,11,12,833500000.0,558200000.0,13.0,6.0,0
994,820,188,207,375000.0,350000.0,6.0,3.0,1
1353,1615,119,57,2580000.0,53850000.0,10.0,6.0,2
1266,1518,145,77,125000.0,16300000.0,7.0,4.0,2
1307,1384,137,109,2100000.0,10100000.0,6.0,3.0,0
1783,2137,25,2,62780000.0,761200000.0,11.0,9.0,0
1858,1724,16,39,366730000.0,134450000.0,11.0,2.0,0
1671,2025,51,3,19280000.0,300500000.0,9.0,6.0,1
1680,2005,48,5,72700000.0,908700000.0,6.0,3.0,2
1442,1041,95,183,6380000.0,6430000.0,7.0,0.0,1
1451,1340,93,125,7200000.0,7700000.0,13.0,1.0,1
1576,1179,67,161,31700000.0,60000.0,7.0,2.0,1
1393,1109,107,170,8750000.0,1600000.0,9.0,4.0,1
1642,1378,54,111,66550000.0,3280000.0,12.0,0.0,2
1558,1254,71,150,41150000.0,2600000.0,9.0,0.0,1
1343,1172,122,163,14630000.0,6100000.0,12.0,3.0,0
1596,1352,60,119,35700000.0,41400000.0,8.0,1.0,1
1425,1232,100,156,30100000.0,1080000.0,13.0,1.0,0
1671,1342,50,123,108830000.0,23600000.0,10.0,0.0,1
1638,1294,55,142,514900000.0,13430000.0,13.0,3.0,1
1341,1325,124,129,72280000.0,8230000.0,6.0,2.0,0
1430,1219,97,157,34450000.0,675000.0,12.0,0.0,0
1756,1261,32,146,474000000.0,2049999.0,11.0,5.0,1
1527,1259,74,147,12050000.0,14150000.0,11.0,1.0,1
1595,1371,61,114,218080000.0,11430000.0,11.0,0.0,1
1815,1512,20,82,522700000.0,60130000.0,15.0,1.0,1
1348,1651,120,53,37650000.0,18700000.0,7.0,5.0,0
1487,1960,86,8,133400000.0,773500000.0,3.0,1.0,2
1586,1235,63,154,52200000.0,9980000.0,15.0,1.0,1
1386,1430,109,97,7000000.0,16230000.0,3.0,3.0,1
1695,1708,46,43,130550000.0,435380000.0,12.0,7.0,0
1786,1735,23,37,288200000.0,199050000.0,12.0,4.0,1
1591,1419,62,102,197400000.0,10930000.0,11.0,2.0,1
1737,1623,36,56,179080000.0,81750000.0,11.0,5.0,1
1771,1954,30,9,210800000.0,766000000.0,13.0,7.0,0
1576,1699,67,45,74000000.0,199050000.0,13.0,7.0,0
924,1109,195,170,325000.0,1180000.0,3.0,7.0,1
1144,910,165,198,250000.0,0.0,12.0,3.0,1
940,1520,194,78,125000.0,56830000.0,7.0,8.0,2
1233,1522,155,76,1500000.0,5400000.0,12.0,4.0,2
1741,1927,35,12,28900000.0,362450000.0,2.0,6.0,1
1437,1322,96,131,17080000.0,6800000.0,11.0,1.0,1
1314,1083,135,176,28680000.0,1750000.0,10.0,1.0,0
1494,1470,84,87,29750000.0,32900000.0,8.0,4.0,0
1467,1519,88,79,14000000.0,79880000.0,8.0,0.0,0
1096,733,175,215,585000.0,350000.0,9.0,3.0,1
1782,1327,27,128,456000000.0,6980000.0,15.0,1.0,1
1465,1277,90,143,74250000.0,2780000.0,12.0,3.0,1
1308,1527,135,74,18550000.0,114280000.0,8.0,7.0,2
652,621,226,230,50000.0,0.0,2.0,4.0,1
1299,1723,138,41,19100000.0,97200000.0,0.0,5.0,2
1728,1994,39,6,214000000.0,968500000.0,8.0,10.0,2
1917,1698,13,45,357300000.0,207830000.0,8.0,1.0,1
821,626,207,228,0.0,0.0,9.0,1.0,1
806,587,209,233,0.0,0.0,0.0,1.0,1
1250,933,150,194,18030000.0,650000.0,15.0,3.0,1
1144,997,165,186,375000.0,0.0,8.0,7.0,1
1811,1827,22,18,296500000.0,317600000.0,6.0,3.0,1
2160,1859,1,15,1310000000.0,368000000.0,15.0,7.0,1
1247,1300,153,138,4950000.0,17530000.0,2.0,0.0,0
1541,1283,73,142,121230000.0,12450000.0,13.0,3.0,1
1280,1349,143,119,14750000.0,10530000.0,0.0,4.0,1
1823,1600,19,60,315600000.0,144080000.0,10.0,6.0,1
1424,1603,100,58,40380000.0,38680000.0,7.0,7.0,2
965,1059,188,180,600000.0,1380000.0,0.0,0.0,0
1570,1971,70,7,41700000.0,1620000000.0,6.0,8.0,2
1876,1756,15,32,258300000.0,504000000.0,12.0,5.0,1
1107,1387,173,107,0.0,6960000.0,9.0,7.0,1
849,965,205,188,350000.0,375000.0,4.0,0.0,1
1444,1759,93,31,17700000.0,143850000.0,10.0,4.0,2
1557,1834,71,18,74000000.0,522700000.0,11.0,5.0,2
1086,1295,176,138,6430000.0,7700000.0,2.0,1.0,1
1382,1300,110,135,7100000.0,2080000.0,9.0,1.0,1
1356,1684,118,48,29680000.0,227850000.0,9.0,9.0,2
1442,1215,94,158,30100000.0,1080000.0,11.0,2.0,1
1360,1306,117,133,72280000.0,8230000.0,7.0,3.0,1
1602,1408,59,103,197400000.0,10930000.0,13.0,2.0,1
1371,1723,114,40,7000000.0,435380000.0,6.0,8.0,2
1413,1712,102,43,16230000.0,130550000.0,7.0,7.0,2
1248,1538,151,74,14150000.0,12050000.0,8.0,3.0,2
1453,1440,92,95,6380000.0,7200000.0,9.0,5.0,1
1704,1654,45,53,199050000.0,81750000.0,11.0,2.0,2
1705,1506,44,83,199050000.0,60130000.0,9.0,1.0,1
1740,1783,35,26,179080000.0,288200000.0,13.0,4.0,0
1119,914,168,197,1180000.0,325000.0,12.0,6.0,1
1974,1940,7,9,773500000.0,766000000.0,10.0,5.0,1
1472,1786,86,24,133400000.0,210800000.0,3.0,2.0,2
1909,2040,13,3,558200000.0,1470000000.0,11.0,4.0,2
1079,975,178,188,250000.0,0.0,12.0,3.0,2
1940,1547,9,72,833500000.0,86900000.0,11.0,3.0,1
1322,1075,127,179,28680000.0,1750000.0,10.0,2.0,1
1400,1291,105,140,10100000.0,2100000.0,11.0,1.0,1
1363,1256,116,147,2580000.0,125000.0,10.0,5.0,1
1605,1528,57,75,53850000.0,16300000.0,10.0,7.0,0
936,1524,194,78,125000.0,56830000.0,7.0,10.0,2
1876,1742,14,34,263899999.0,51330000.0,15.0,4.0,0
667,674,225,223,680000.0,925000.0,6.0,3.0,0
1700,1519,47,79,79280000.0,31130000.0,13.0,8.0,1
1783,1656,27,53,142200000.0,19780000.0,11.0,10.0,1
1563,1478,69,85,27630000.0,6230000.0,5.0,4.0,0
1444,1205,93,159,34450000.0,675000.0,13.0,1.0,1
1293,1396,139,107,7580000.0,6850000.0,8.0,4.0,1
1344,1401,124,105,4350000.0,7630000.0,7.0,2.0,0
1620,1497,56,82,16079999.0,6100000.0,10.0,7.0,1
1832,1565,19,68,34680000.0,17930000.0,11.0,8.0,1
1329,1603,128,59,13430000.0,514900000.0,3.0,0.0,1
1354,1161,121,164,14630000.0,6100000.0,10.0,4.0,1
1365,1604,114,58,7530000.0,153500000.0,8.0,4.0,2
1434,1450,97,92,3250000.0,220780000.0,7.0,5.0,1
1099,1403,173,104,1600000.0,8750000.0,0.0,4.0,2
1343,1416,126,101,6800000.0,17080000.0,9.0,0.0,1
1785,1324,26,130,456000000.0,6980000.0,15.0,1.0,1
1257,1760,148,31,2049999.0,474000000.0,7.0,7.0,2
1360,1588,117,65,41400000.0,35700000.0,11.0,4.0,0
1483,1259,84,147,74250000.0,2780000.0,12.0,3.0,1
1390,1359,109,119,12480000.0,30580000.0,6.0,5.0,1
1365,1216,114,155,37650000.0,1500000.0,8.0,4.0,1
1334,1679,127,49,23600000.0,108830000.0,7.0,6.0,2
1092,837,175,206,575000.0,0.0,10.0,1.0,0
1708,1984,44,6,207830000.0,968500000.0,5.0,10.0,0
1265,1547,145,71,2600000.0,41150000.0,4.0,7.0,0
1591,1230,64,154,52200000.0,9980000.0,15.0,1.0,1
1545,1468,73,88,79880000.0,29750000.0,9.0,4.0,1
1302,1729,135,39,18550000.0,97200000.0,7.0,7.0,2
1536,1290,76,141,114280000.0,19100000.0,5.0,3.0,1
1467,1470,89,87,14000000.0,32900000.0,9.0,5.0,0
1823,1863,20,17,317600000.0,368000000.0,8.0,6.0,0
2165,1806,1,22,1310000000.0,296500000.0,15.0,4.0,1
1733,1912,37,12,214000000.0,357300000.0,8.0,7.0,0
1344,1490,124,83,3080000.0,53430000.0,7.0,0.0,1
1063,648,180,226,375000.0,50000.0,9.0,1.0,1
1666,1507,52,80,18700000.0,5400000.0,12.0,6.0,1
2140,1668,2,51,761200000.0,19280000.0,13.0,3.0,1
2013,1733,5,37,908700000.0,28900000.0,9.0,1.0,1
2030,1675,4,50,300500000.0,72700000.0,15.0,1.0,1
1391,1629,108,55,3280000.0,66550000.0,9.0,7.0,0
1918,1867,11,16,362450000.0,366730000.0,13.0,5.0,0
1152,989,165,187,375000.0,0.0,10.0,6.0,1
1261,922,146,195,18030000.0,650000.0,15.0,3.0,1
978,792,188,209,200000.0,0.0,6.0,1.0,1
1742,1765,34,30,134450000.0,62780000.0,7.0,3.0,1
1588,1314,64,133,197400000.0,2080000.0,13.0,0.0,0
1170,1320,164,132,6100000.0,13430000.0,4.0,2.0,0
1268,1336,145,126,14150000.0,29680000.0,5.0,2.0,1
1507,1391,80,107,6100000.0,7630000.0,8.0,2.0,1
1319,1395,131,105,6800000.0,11430000.0,11.0,0.0,2
1613,1557,57,70,144080000.0,41700000.0,3.0,3.0,1
1793,2001,24,6,315600000.0,1620000000.0,10.0,8.0,2
1634,1301,55,135,66550000.0,8230000.0,12.0,2.0,1
1123,1241,168,153,1600000.0,2600000.0,0.0,0.0,1
1769,1532,33,76,474000000.0,121230000.0,11.0,2.0,1
1232,1297,154,137,675000.0,6980000.0,11.0,1.0,1
1436,1884,96,14,17700000.0,258300000.0,7.0,4.0,2
1282,1258,144,151,12450000.0,2049999.0,10.0,4.0,0
1425,1586,97,65,17080000.0,218080000.0,13.0,5.0,0
1607,1296,58,138,38680000.0,17530000.0,5.0,1.0,1
1391,1280,107,145,40380000.0,4950000.0,7.0,1.0,2
1714,1801,42,22,143850000.0,504000000.0,13.0,5.0,2
1287,1377,141,112,9980000.0,3250000.0,3.0,7.0,1
2021,1566,4,69,1470000000.0,86900000.0,10.0,0.0,0
1541,1681,74,47,12050000.0,227850000.0,13.0,12.0,0
1118,1265,171,147,575000.0,2100000.0,11.0,1.0,1
1388,848,110,205,6960000.0,350000.0,8.0,3.0,1
1776,2106,30,2,134450000.0,761200000.0,10.0,10.0,1
1264,1158,148,164,5200000.0,450000.0,12.0,3.0,1
1885,1964,13,9,558200000.0,833500000.0,10.0,4.0,2
1528,1284,77,142,31130000.0,7580000.0,8.0,4.0,1
1587,1678,64,49,17930000.0,79280000.0,12.0,9.0,1
1878,1657,15,51,366730000.0,19280000.0,11.0,3.0,1
1337,1790,124,25,4350000.0,142200000.0,8.0,12.0,2
1649,1627,53,56,19780000.0,16079999.0,15.0,7.0,0
1835,1393,18,106,34680000.0,6850000.0,13.0,4.0,1
1064,1212,181,159,0.0,2450000.0,5.0,0.0,0
1729,1576,39,68,51330000.0,27630000.0,12.0,10.0,0
1088,1231,176,155,375000.0,125000.0,12.0,5.0,1
1119,953,169,191,0.0,375000.0,9.0,0.0,1
1586,1747,65,34,53850000.0,356700000.0,8.0,0.0,2
1643,1736,54,36,18700000.0,32400000.0,15.0,3.0,2
1773,2005,32,5,62780000.0,908700000.0,11.0,6.0,0
1448,1420,91,99,6230000.0,12480000.0,8.0,1.0,2
1382,1575,111,68,14630000.0,514900000.0,10.0,0.0,1
1377,1573,112,69,8750000.0,41150000.0,12.0,7.0,2
1715,1550,42,75,97200000.0,114280000.0,13.0,10.0,0
1407,1383,103,110,10930000.0,7100000.0,13.0,2.0,0
1409,1342,102,122,3280000.0,72280000.0,7.0,1.0,1
1223,1352,157,119,1080000.0,41400000.0,8.0,0.0,0
1305,1287,134,140,19100000.0,18550000.0,0.0,6.0,1
1495,1674,83,50,53430000.0,108830000.0,12.0,9.0,0
1338,1340,124,123,3080000.0,23600000.0,10.0,0.0,0
1184,728,161,215,60000.0,350000.0,15.0,3.0,1
1583,1093,65,176,31700000.0,585000.0,10.0,1.0,1
1353,1882,118,15,30580000.0,263899999.0,10.0,9.0,2
799,1050,209,181,1120000.0,1380000.0,3.0,1.0,0
1425,1605,96,59,30100000.0,35700000.0,11.0,5.0,2
1579,1462,66,87,52200000.0,220780000.0,15.0,4.0,0
1429,1800,95,23,34450000.0,456000000.0,13.0,4.0,2
1131,924,167,194,1180000.0,125000.0,12.0,6.0,1
1561,1451,72,89,79880000.0,14000000.0,12.0,8.0,1
1817,1812,20,21,317600000.0,296500000.0,8.0,1.0,0
1734,1886,37,12,207830000.0,357300000.0,6.0,5.0,1
1993,1724,7,39,968500000.0,214000000.0,13.0,4.0,1
1853,2175,17,1,368000000.0,1310000000.0,9.0,13.0,2
956,1238,190,154,200000.0,1500000.0,9.0,4.0,2
1328,969,128,188,28680000.0,0.0,13.0,6.0,1
829,1334,207,127,0.0,12600000.0,12.0,3.0,2
1113,1041,174,183,1750000.0,250000.0,4.0,5.0,1
1359,1781,117,29,37650000.0,129050000.0,11.0,3.0,2
1572,1757,70,33,16300000.0,79800000.0,12.0,1.0,1
1939,2009,11,4,362450000.0,300500000.0,11.0,5.0,1
1724,1684,39,47,28900000.0,72700000.0,5.0,1.0,0
1444,1494,92,84,32900000.0,29750000.0,9.0,3.0,2
1527,911,79,197,56830000.0,325000.0,9.0,6.0,1
1822,1717,19,42,522700000.0,199050000.0,15.0,8.0,0
1405,1379,103,113,16230000.0,7000000.0,7.0,1.0,0
1510,1577,80,67,74250000.0,153500000.0,12.0,7.0,1
1069,1360,179,117,3340000.0,10530000.0,2.0,4.0,2
1737,1698,36,46,435380000.0,130550000.0,6.0,7.0,1
1472,1591,85,60,60130000.0,74000000.0,7.0,0.0,2
1386,1238,110,153,7530000.0,2780000.0,5.0,2.0,1
1653,1741,52,35,81750000.0,179080000.0,8.0,1.0,0
1954,1772,10,31,766000000.0,210800000.0,13.0,4.0,1
1977,1469,8,86,773500000.0,133400000.0,10.0,4.0,1
1269,981,146,187,18030000.0,0.0,15.0,3.0,1
1160,914,164,196,375000.0,650000.0,12.0,3.0,1
1703,1784,45,27,199050000.0,288200000.0,10.0,2.0,0
1538,1812,75,21,41700000.0,315600000.0,3.0,10.0,2
1381,1496,113,82,29680000.0,12050000.0,6.0,3.0,1
1685,1264,47,148,227850000.0,14150000.0,10.0,1.0,1
1276,1411,145,101,17530000.0,40380000.0,6.0,2.0,2
1806,1431,23,94,504000000.0,17700000.0,12.0,3.0,1
1601,1850,60,17,86900000.0,558200000.0,10.0,4.0,1
1610,1277,57,144,38680000.0,4950000.0,8.0,4.0,1
1871,1727,15,40,258300000.0,143850000.0,12.0,6.0,0
1930,2055,11,3,833500000.0,1470000000.0,11.0,7.0,2
1044,1178,182,162,0.0,450000.0,6.0,3.0,2
1215,1261,159,149,2450000.0,5200000.0,15.0,1.0,0
1129,838,168,205,0.0,350000.0,12.0,3.0,1
1390,951,109,191,6960000.0,375000.0,11.0,0.0,1
2006,1608,5,58,1620000000.0,144080000.0,10.0,6.0,1
1550,1355,74,121,218080000.0,6800000.0,11.0,1.0,2
1802,1230,24,156,456000000.0,675000.0,15.0,1.0,1
1391,1429,107,95,11430000.0,17080000.0,9.0,0.0,0
1309,1481,135,84,2049999.0,121230000.0,4.0,1.0,1
1442,1284,91,140,34450000.0,6980000.0,10.0,0.0,1
1445,1560,90,72,32900000.0,79880000.0,6.0,1.0,0
1569,1387,71,110,52200000.0,3250000.0,13.0,7.0,0
913,848,196,205,600000.0,1120000.0,1.0,0.0,2
1719,1301,42,136,97200000.0,19100000.0,11.0,3.0,1
1429,1320,95,131,220780000.0,9980000.0,6.0,1.0,2
1598,1378,60,116,66550000.0,72280000.0,12.0,1.0,2
1423,1287,99,139,3280000.0,8230000.0,7.0,2.0,1
1486,1459,83,87,29750000.0,14000000.0,8.0,7.0,0
1886,1993,12,7,357300000.0,968500000.0,11.0,8.0,0
932,903,194,200,325000.0,125000.0,6.0,6.0,1
1554,1283,73,142,114280000.0,18550000.0,7.0,6.0,1
1809,1856,22,16,296500000.0,368000000.0,9.0,4.0,0
1206,1071,160,177,60000.0,585000.0,15.0,0.0,1
1583,728,64,216,31700000.0,350000.0,13.0,0.0,1
1280,1103,145,171,2100000.0,575000.0,7.0,3.0,1
1699,1759,45,33,214000000.0,207830000.0,6.0,1.0,2
1018,1064,185,179,0.0,1750000.0,3.0,2.0,1
1335,1034,128,184,28680000.0,250000.0,13.0,5.0,1
1758,1575,34,67,356700000.0,53850000.0,9.0,6.0,1
1726,1653,40,52,32400000.0,18700000.0,15.0,6.0,0
2178,1814,1,20,1310000000.0,317600000.0,15.0,3.0,1
1120,1538,169,75,1180000.0,56830000.0,12.0,12.0,2
1610,1218,56,157,35700000.0,1080000.0,10.0,1.0,1
1635,1802,54,23,81750000.0,288200000.0,6.0,3.0,2
1520,1774,78,29,60130000.0,522700000.0,7.0,5.0,1
1407,1295,103,137,14630000.0,13430000.0,10.0,3.0,1
1407,1489,103,81,7530000.0,74250000.0,8.0,3.0,1
1753,1691,35,47,179080000.0,199050000.0,11.0,4.0,1
1771,1280,31,144,474000000.0,12450000.0,11.0,3.0,1
1363,1472,119,86,23600000.0,53430000.0,6.0,0.0,1
1576,1120,64,169,41150000.0,1600000.0,9.0,3.0,1
1540,1275,74,148,153500000.0,2780000.0,13.0,1.0,2
1402,1319,106,132,10930000.0,2080000.0,11.0,1.0,0
1701,1376,45,118,130550000.0,7000000.0,13.0,2.0,1
1744,1398,36,108,435380000.0,16230000.0,9.0,3.0,1
1269,1083,149,176,14750000.0,3340000.0,3.0,0.0,0
1223,1395,155,109,2600000.0,8750000.0,5.0,7.0,2
1657,1355,52,122,108830000.0,3080000.0,12.0,4.0,0
1330,1447,129,90,41400000.0,30100000.0,9.0,5.0,2
1594,1377,61,117,197400000.0,7100000.0,11.0,3.0,1
1244,950,153,190,1500000.0,200000.0,9.0,3.0,1
1579,1166,63,164,514900000.0,6100000.0,13.0,1.0,1
1658,1775,51,28,19280000.0,134450000.0,12.0,2.0,0
1732,1576,38,64,199050000.0,74000000.0,9.0,3.0,1
2108,1722,2,41,761200000.0,28900000.0,13.0,1.0,1
1393,1536,110,77,30580000.0,27630000.0,7.0,11.0,1
1347,1617,125,55,4350000.0,16079999.0,5.0,7.0,0
1281,1838,143,18,7580000.0,34680000.0,8.0,10.0,2
1778,1971,27,8,210800000.0,773500000.0,11.0,4.0,0
1996,1948,5,9,908700000.0,362450000.0,11.0,3.0,0
1563,1552,68,72,31130000.0,17930000.0,8.0,8.0,1
1684,1387,49,113,79280000.0,6850000.0,13.0,1.0,1
1485,1938,84,10,133400000.0,766000000.0,0.0,2.0,0
1413,1889,101,13,12480000.0,263899999.0,8.0,12.0,2
1407,1774,103,29,7630000.0,142200000.0,7.0,15.0,0
1458,1719,88,42,6230000.0,51330000.0,5.0,5.0,0
1977,1910,7,12,300500000.0,366730000.0,15.0,3.0,2
1335,828,127,208,12600000.0,0.0,15.0,2.0,1
1096,1223,173,155,375000.0,125000.0,12.0,4.0,0
1287,1142,139,165,18030000.0,375000.0,15.0,4.0,1
918,977,195,188,650000.0,0.0,2.0,3.0,0
1769,1560,32,69,79800000.0,16300000.0,15.0,7.0,1
1784,1356,26,121,129050000.0,37650000.0,9.0,7.0,1
1713,1744,44,36,72700000.0,62780000.0,5.0,3.0,1
1489,1667,81,50,6100000.0,19780000.0,10.0,7.0,2
1438,673,93,224,6380000.0,925000.0,12.0,4.0,1
848,1274,205,148,2480000.0,7130000.0,2.0,4.0,0
1127,752,168,213,3600000.0,500000.0,4.0,0.0,1
673,1254,223,152,1320000.0,6380000.0,0.0,0.0,2
1194,1055,162,179,450000.0,585000.0,13.0,0.0,1
905,1397,199,109,3130000.0,30580000.0,4.0,5.0,2
1275,672,147,224,7130000.0,925000.0,10.0,4.0,1
1102,843,172,206,4380000.0,2480000.0,4.0,1.0,1
930,730,195,214,1920000.0,500000.0,6.0,0.0,1
1206,1064,159,177,2450000.0,585000.0,13.0,0.0,0
1063,918,179,196,6430000.0,3130000.0,5.0,1.0,0
1377,693,116,219,30580000.0,1320000.0,7.0,1.0,0
697,599,219,232,240000.0,0.0,0.0,0.0,1
1107,667,171,224,4380000.0,925000.0,7.0,4.0,1
1133,924,167,195,3600000.0,1920000.0,7.0,0.0,1
1445,1268,91,149,6380000.0,7130000.0,12.0,2.0,1
706,1050,218,181,1320000.0,6430000.0,0.0,0.0,0
1275,1356,147,120,6380000.0,30580000.0,3.0,8.0,1
1197,1053,161,180,2450000.0,0.0,11.0,1.0,0
850,660,205,225,2480000.0,925000.0,3.0,4.0,1
1136,694,167,220,3600000.0,240000.0,7.0,0.0,1
1095,1457,173,89,4380000.0,6380000.0,7.0,6.0,2
1057,1268,180,149,6430000.0,6380000.0,6.0,3.0,0
924,700,195,218,3130000.0,1320000.0,4.0,2.0,1
1162,1085,164,176,450000.0,0.0,13.0,2.0,2
1458,849,88,205,6380000.0,2480000.0,15.0,1.0,1
1255,1108,152,171,7130000.0,4380000.0,12.0,3.0,0
1126,1233,168,154,450000.0,2450000.0,10.0,1.0,2
1104,1045,172,182,0.0,585000.0,6.0,1.0,1
1274,918,148,196,6380000.0,3130000.0,6.0,2.0,1
1320,1093,130,175,30580000.0,6430000.0,8.0,1.0,2
1553,1562,72,68,17930000.0,31130000.0,12.0,5.0,0
1319,1486,132,82,4350000.0,6100000.0,6.0,7.0,0
1668,1091,50,176,19780000.0,1850000.0,13.0,5.0,1
1483,1517,85,78,6230000.0,27630000.0,3.0,8.0,1
1347,1534,124,75,4350000.0,31130000.0,4.0,5.0,1
1510,1529,79,76,6100000.0,17930000.0,7.0,5.0,1
1528,1623,77,54,6230000.0,19780000.0,5.0,10.0,1
1520,1088,78,176,27630000.0,1850000.0,5.0,2.0,1
1084,1298,177,137,4380000.0,6380000.0,7.0,4.0,2
1126,1425,168,97,6430000.0,6380000.0,6.0,8.0,1
1511,1533,80,75,6100000.0,31130000.0,9.0,5.0,0
1352,1524,124,77,4350000.0,17930000.0,6.0,2.0,0
1125,1491,170,82,1850000.0,6230000.0,3.0,5.0,1
1559,1584,70,61,27630000.0,19780000.0,5.0,7.0,1
1306,1076,135,178,6380000.0,4380000.0,9.0,4.0,1
1430,1121,95,170,6380000.0,6430000.0,15.0,4.0,1
1534,1536,76,75,6100000.0,27630000.0,10.0,7.0,1
1334,1509,128,80,4350000.0,6230000.0,6.0,5.0,2
1327,1409,130,102,6380000.0,6380000.0,9.0,8.0,1
1530,1513,77,80,6230000.0,6100000.0,8.0,7.0,1
1379,1357,114,120,6380000.0,6380000.0,15.0,7.0,2
1578,1234,63,154,197400000.0,1080000.0,11.0,1.0,0
1256,1606,150,58,14150000.0,66550000.0,7.0,7.0,2
1322,1249,130,152,8230000.0,6980000.0,13.0,0.0,1
1395,1565,107,67,11430000.0,52200000.0,9.0,6.0,0
1379,1401,114,103,72280000.0,10930000.0,10.0,2.0,0
1684,1279,49,144,79280000.0,7580000.0,13.0,4.0,1
1758,1523,31,79,142200000.0,6100000.0,11.0,4.0,0
1545,1416,72,99,27630000.0,12480000.0,8.0,4.0,1
1541,1394,73,108,17930000.0,6850000.0,10.0,1.0,1
1621,1398,56,104,16079999.0,7630000.0,10.0,2.0,1
1723,1316,42,135,51330000.0,30580000.0,10.0,5.0,1
1843,1528,17,77,34680000.0,31130000.0,13.0,5.0,1
1747,1740,35,37,356700000.0,32400000.0,9.0,6.0,2
1328,1297,130,137,13430000.0,41400000.0,6.0,1.0,1
1473,1369,88,117,30100000.0,8750000.0,8.0,10.0,1
1628,1405,54,102,35700000.0,3280000.0,10.0,3.0,1
